image_id,brightness,contrast,colorfulness,sharpness,quality_factor,bitrate,hxw,deep_feature,,Optimal_Score
3783245891,0.276086077,0.357728939,0.025308586,14.8307638,98,0.343377246,10688000,46,,
3783312451,0.474436703,0.323554976,0.110131098,7.066630668,99,0.454805491,9176082,200,,
3783568353,0.036996794,0.099996906,0.060844398,18.70621514,89,0.115790609,10595280,41,,
3784715028,0.401582847,0.153416952,0.314904846,12.95416549,100,0.726964654,11524800,160,,
3785783338,0.429688942,0.129052382,0.457754491,14.71105179,95,0.276746643,3393024,173,,
3787014324,0.63870622,0.081075551,0.220534873,11.18492618,96,0.384197531,2073600,7,,
3787979013,0.435957491,0.127957626,0.344112664,18.99967001,100,0.6968529,6455295,82,,
3788379941,0.503861626,0.320458924,0.15815082,20.98370169,97,0.543437653,14625792,165,,
3788909806,0.763215341,0.109410317,0.259544396,20.46169636,99,0.830267728,3157343,105,,
3789837472,0.155783186,0.075399795,0.128402091,19.61679199,99,0.722129638,2395900,136,,
3791999774,0.267345282,0.175860832,0.351327873,8.744999252,99,0.587044629,4036800,52,,
3792338234,0.70478948,0.226435408,0.39309089,12.01553799,91,0.111933227,6348928,168,,
3792378354,0.742632508,0.064402247,0.077324532,13.15396363,99,0.409558208,10036224,32,,
3794248989,0.394234641,0.275901859,0.310253186,16.79817457,100,0.852132312,7481634,82,,
3794461596,0.343967508,0.270189779,0.309425658,21.36753812,99,0.839519246,5733000,72,,
3796455854,0.035294866,0.131478655,0.003640357,13.08917798,100,0.088007636,11833155,51,,
3797715149,0.464058138,0.289623744,0.422043864,12.50596004,100,0.72079891,1687500,99,,
3800059044,0.586636215,0.335496341,0.416988643,10.21231643,97,0.226657643,15035328,64,,
3800600451,0.256152916,0.246717596,0.395756597,18.76151165,99,0.937866354,1091840,167,,
3801275835,0.737880605,0.196192275,0.280333862,12.34051576,99,0.597190286,1861200,185,,
3804031946,0.50216022,0.116765224,0.062366957,11.63590009,90,0.024642726,21275568,154,,
3805107589,0.228689341,0.260240489,0.326598544,19.93343311,99,0.864746274,5129223,108,,
3806051518,0.270244125,0.344453361,0.369737354,6.393560474,99,0.265087787,7990272,149,,
3809644203,0.623047563,0.339227292,0.399064687,17.405508,98,0.40328946,15054336,144,,
3810011859,0.445995826,0.366546495,0.285425165,14.56569688,99,0.824660631,6027025,147,,
3812031514,0.826681703,0.229560413,0.030573255,20.18151872,99,0.240986863,16665000,109,,
3812657000,0.65554141,0.190763682,0.215787416,16.42549329,96,0.594165595,17189030,197,,
3812865597,0.769788296,0.305333255,0,23.18910889,97,0.243850411,12212224,108,,
3812926720,0.650859704,0.309639524,0.092329034,22.24536288,99,0.749335486,9515520,108,,
3814668128,0.820766938,0.292435013,0.045174071,20.18111413,99,0.895082441,4088484,192,,
3815063597,0.570565237,0.092523013,0.3326325,10.43730773,98,0.326638892,12166656,52,,
3815098207,0.318716039,0.221539052,0.187478538,22.14400829,99,0.826258866,3528000,93,,
3816407980,0.703150657,0.08070971,0.357240617,12.94299084,97,0.331244028,3323848,154,,
3817723435,0.27807564,0.140973873,0.2737917,9.625518215,99,0.396162967,11672520,7,,
3817779484,0.638992968,0.154664723,0.269672476,10.11406828,98,0.603017248,7355472,134,,
3818998606,0.74498068,0.167479732,0.353676549,15.87075432,99,0.659318077,8460900,192,,
3820650799,0.750360687,0.246417479,0.023885551,8.579651147,99,0.901065894,10077696,164,,
3821275434,0.38755152,0.221933099,0.213412418,17.68966414,81,0.02477037,8640000,82,,
3822506826,0.47317283,0.124282891,0.423894777,7.61718936,100,0.569204666,1879021,154,,
3822808828,0.433301285,0.260265824,0.381833557,18.52226581,92,0.123024181,13381632,162,,
3824105113,0.386367928,0.371930172,0.138447938,20.45584219,100,0.809804659,4790947,178,,
3824362477,0.724769099,0.369832861,0.013490953,19.21241338,95,0.241066055,7829542,3,,
3824413541,0.43575002,0.239037447,0.240247248,23.89332331,91,0.395849637,8476560,57,,
3824485636,0.181362314,0.123683522,0.415027485,13.74147054,95,0.218186329,14033152,186,,
3825250471,0.624525776,0.372928212,0.210679302,20.72904099,99,0.583008553,12212224,124,,
3825304964,0.158020509,0.108779299,0.115159408,9.089271692,75,0.082607683,1099520,103,,
3825365753,0.6044278,0.233615147,0.066171946,19.52037262,99,0.757727499,11292160,140,,
3825837186,0.763779544,0.316480062,0.123163756,18.55189777,99,0.901559618,12212224,200,,
3826205454,0.518541962,0.21757474,0.306991804,6.858812599,99,0.229655261,7990272,54,,
3826585780,0.418926508,0.155670974,0.451747454,11.83926948,100,0.529791799,13636845,80,,
3827560087,0.483292987,0.300105008,0.437864544,16.49702125,100,0.619500978,2911296,156,,
3827911032,0.442232922,0.195365585,0.274512518,20.41332171,96,0.993205743,3811254,57,,
3827968988,0.358724641,0.216110338,0.051755855,22.88951604,99,0.996552577,6828800,7,,
3828155719,0.334181562,0.332487949,0.341260138,18.65109854,99,0.644857647,9236010,125,,
3828472247,0.161466892,0.15923039,0.127037591,14.91510585,96,0.415009889,19025516,77,,
3829660645,0.507400099,0.34287682,0.208864302,18.82744124,97,0.375801536,10519200,128,,
3835050024,0.420595241,0.36021658,0.357635151,18.21806361,90,0.129758123,8646675,63,,
3838001890,0.442479196,0.362515199,0.074609747,11.22221917,99,0.521724883,9124608,47,,
3839953318,0.580191893,0.330469757,0.165351664,14.42482732,99,0.747315252,7352370,28,,
3840546727,0.810136286,0.101506868,0.312586242,9.228839991,85,0.03153039,2783245,151,,
3840923045,0.466196318,0.12558892,0.465684691,10.13908733,99,0.807505935,2662000,171,,
3841233055,0.5474721,0.098760962,0.222324272,7.618492661,97,0.262086796,3465600,43,,
3841305755,0.598179149,0.069625057,0.441051707,10.37259608,90,0.079486928,4457387,182,,
3841509426,0.051462535,0.092215792,0.174240409,6.755955292,98,0.17030099,10036224,76,,
3843377036,0.116692592,0.096058688,0.074475242,9.544507172,99,0.324930109,10036224,200,,
3843859642,0.046318695,0.086975806,0.037659776,19.06689201,98,0.446909361,11426400,21,,
3844930238,0.500375262,0.237224341,0.477505767,10.1312792,99,0.869851141,10077696,188,,
3845656628,0.55548065,0.378991615,0.241219117,12.21679445,97,0.24211672,8185344,102,,
3846071699,0.553294849,0.131707149,0.256190237,18.47311258,74,0.258041965,5038848,2,,
3846844854,0.560251588,0.392956888,0.042079211,16.82191893,100,0.626393173,10194600,130,,
3847022878,0.446284066,0.06770429,0.352469592,17.00996817,99,0.662197322,5843040,123,,
3847915749,0.036292441,0.071027571,0.022776713,12.83978826,96,0.557134986,5947392,58,,
3847965007,0.050325586,0.109641462,0.030638748,19.82583775,96,0.611790634,5947392,41,,
3848727332,0.78724028,0.185502023,0.051831636,16.46146053,96,0.209426315,13618760,16,,
3848893941,0.2362032,0.194928336,0.361182434,18.04279599,91,0.484869176,10077696,191,,
3850107264,0.736810104,0.155937549,0.009975314,14.22811364,81,0.012325926,8640000,123,,
3850147128,0.130588312,0.222514742,0.134639823,23.42506597,99,0.878560865,4392137,50,,
3850577376,0.699599724,0.268480803,0.131197822,12.82667967,84,0.127464435,9789440,55,,
3851672801,0.765254088,0.375545019,0.019173137,14.91566735,99,0.210710661,11097324,22,,
3851941327,0.368647876,0.374195222,0.141315322,20.70882093,99,0.751235076,5038848,64,,
3853359984,0.337730084,0.280404532,0.428946963,23.10582923,98,0.978836156,12212224,50,,
3854279335,0.385848597,0.286519768,0.146296527,7.142590465,98,0.335378023,6690816,120,,
3855419676,0.585848496,0.088204235,0.328682781,15.37205735,99,0.574748276,4798196,101,,
3856196713,0.399439913,0.288006092,0.134896165,11.73079741,100,0.949521806,5278650,29,,
3856507445,0.398344796,0.090920524,0.332652141,12.48429388,99,0.669853247,2050650,61,,
3856900502,0.27643093,0.228077958,0.327184465,18.06650314,99,0.907923681,10036224,141,,
3860253466,0.210664676,0.198717374,0.374354885,13.65921639,83,0.220385675,5947392,163,,
3860848792,0.139568222,0.154005217,0.071762655,8.386246502,90,0.06784,16384000,45,,
3861043546,0.488759404,0.301264506,0.211751046,23.74716588,97,0.485840213,3000000,200,,
3861673008,0.118599496,0.100169176,0.063105853,7.326339365,90,0.143466667,1920000,150,,
3864280906,0.529592322,0.158257145,0.183542941,18.97952983,99,0.952049992,20155392,61,,
3866688343,0.143148051,0.159751827,0.355924243,15.64900441,94,0.205756808,10243344,48,,
3867441709,0.465360779,0.339540783,0.066626772,23.50070129,99,0.895488753,1370016,99,,
3867705645,0.278808956,0.076831074,0.251287634,9.476795285,80,0.1424,1920000,157,,
3867707916,0.720453223,0.093176361,0.131376512,10.97083691,99,0.461935153,7990272,43,,
3870343367,0.679352938,0.290808597,0.343800253,12.04870941,99,0.434365436,6348928,125,,
3870457394,0.398817489,0.3675682,0.054434999,22.30669281,100,0.822588235,1088000,72,,
3871801313,0.305473602,0.30445776,0.239740375,13.03712991,97,0.20998403,16728556,17,,
3872043875,0.514229263,0.289740874,0.359788339,21.98710251,83,0.250749923,10036224,7,,
3872509611,0.06829947,0.112349647,0.122413151,16.48690006,96,0.393140069,8454966,148,,
3872832716,0.294678877,0.148875685,0.408463781,8.252220589,98,0.310066555,10077696,176,,
3874298550,0.409051165,0.341090388,0.384011735,19.01425831,99,0.824263162,16665000,94,,
3874382715,0.075574603,0.074155641,0.057846594,12.20670203,80,0.095833333,1228800,138,,
3876341199,0.363959184,0.225090799,0.187488195,18.42605696,100,0.840873692,6447030,128,,
3876523676,0.23537274,0.142057301,0.041277055,15.79356758,99,0.590337707,10852770,23,,
3879362113,0.469380732,0.178361458,0.238721476,21.56143979,99,0.968627328,11474904,127,,
3880140639,0.066709524,0.070010284,0.050978251,12.28476265,75,0.045333333,1920000,4,,
3880718005,0.77635964,0.219650924,0.052766085,7.193059889,75,0.018066406,3145728,129,,
3881103730,0.665401299,0.242670888,0.246393905,16.62509007,94,0.355763828,9549555,99,,
3885568060,0.68670386,0.176828842,0.459582262,10.47033956,100,0.562060121,9980928,118,,
3886483510,0.779107736,0.252023305,0.124489826,20.21340097,99,0.906791569,1093120,133,,
3886718406,0.252003833,0.364561453,0.111208379,23.91215715,99,0.843920916,2460160,4,,
3886757277,0.200709979,0.101369893,0.395962203,18.29960934,99,0.809895833,786432,96,,
3886880606,0.39395975,0.313029906,0.156934729,23.76438368,95,0.553655484,9980928,38,,
3888454309,0.232936381,0.238922994,0.189566211,6.799468203,99,0.426601636,5038848,146,,
3890421755,0.324583605,0.163632078,0.246175873,9.848103329,99,0.760600461,4811370,113,,
3890811565,0.19653065,0.178892403,0.271874518,19.12972008,100,0.963008631,830464,155,,
3891717415,0.477520004,0.23379616,0.341837919,15.79398032,99,0.708069147,17474560,114,,
3892086124,0.107417592,0.129586785,0.035256625,13.01685932,100,0.692262473,6952513,55,,
3892332557,0.378138608,0.383610713,0,14.1244936,99,0.333900105,12938400,192,,
3894915205,0.805045857,0.110316668,0.112075178,14.40370083,99,0.495231099,10036224,97,,
3895433023,0.691347273,0.286780544,0.284780364,16.61568822,99,0.681091888,7990272,119,,
3895663827,0.090792349,0.05960325,0.037923928,9.898541041,97,0.320356501,5629824,58,,
3896434582,0.209182056,0.121809426,0.367110051,12.2005491,100,0.658034939,5880000,183,,
3898078585,0.22179368,0.261469519,0.238119152,6.854765153,82,0.117647059,7990272,115,,
3900873243,0.312654553,0.195547015,0.400246746,8.388929741,100,0.548241875,6713281,54,,
3900966844,0.317860921,0.179861527,0.351353898,6.733549731,99,0.462759497,14501888,169,,
3902626347,0.049279885,0.077753693,0.044001904,8.259249772,75,0.068078176,3143680,22,,
3903483278,0.777816892,0.15459196,0.080024834,6.576910653,98,0.287078189,7962624,124,,
3904942577,0.28788699,0.302681529,0.259096262,8.275313108,99,0.435733333,1920000,26,,
3905518312,0.086036046,0.071387291,0.164897941,11.3535039,98,0.276250572,8957952,177,,
3908700784,0.432570301,0.157993385,0.476590279,16.8646584,91,0.239794231,8308350,187,,
3908763168,0.579829551,0.2572681,0.285855839,17.47983186,99,0.991572533,9210720,179,,
3908866899,0.181720469,0.183537478,0.28595954,9.804165054,100,0.797099954,3499200,103,,
3910222592,0.391274486,0.377414216,0.051079291,22.51093621,99,0.819342687,7038774,175,,
3910973897,0.549334552,0.302063744,0.180951138,8.921692282,99,0.6404559,11067700,114,,
3913177014,0.252020402,0.255378055,0.242509034,9.907697132,72,0.091456837,9729792,39,,
3913188131,0.43147036,0.312599484,0.171443184,23.13663621,95,0.719282649,3644520,122,,
3916222248,0.2601635,0.096625286,0.455225681,16.83572256,99,0.50390625,786432,154,,
3916243478,0.137635686,0.066111374,0.149594764,7.563245098,95,0.289918821,14033152,127,,
3916637949,0.206697267,0.344385103,0.265954121,6.935247397,95,0.094724502,1091840,51,,
3916850615,0.573068998,0.227729119,0.238210539,15.34176692,73,0.122788827,8147712,185,,
3916915691,0.186995915,0.152335372,0.167468866,10.95081092,100,0.721987404,4357040,92,,
3917849504,0.472750718,0.212451913,0.324241304,11.1259721,82,0.147656771,7004352,167,,
3918062562,0.751473609,0.169074071,0.072333772,7.805907303,99,0.28031749,9202055,34,,
3918280584,0.670674302,0.0685099,0.422419292,11.69033754,90,0.023903712,9124608,123,,
3918838221,0.47074669,0.115739435,0.459297984,6.814384694,90,0.219156735,7990272,59,,
3919380535,0.677962256,0.187207157,0.233737789,16.60795694,94,0.474289853,11407902,174,,
3921589638,0.407911064,0.291652539,0.441387614,18.07731198,100,0.519165099,11835648,176,,
3922421993,0.734552281,0.265608927,0.015081786,24.07979791,95,0.409953767,5038848,108,,
3923233289,0.150523585,0.191161233,0.21825715,8.522279,72,0.078933333,1920000,94,,
3923541475,0.386394869,0.290453382,0.240857735,9.729692187,97,0.231619524,9597555,30,,
3925412649,0.401497771,0.2401406,0.477141251,6.759696634,98,0.354807702,10077696,113,,
3927444590,0.634295398,0.265174133,0.400808875,16.83306535,94,0.452078461,3409600,160,,
3927881802,0.747846031,0.339550907,0,16.07672417,94,0.082958502,13145356,179,,
3928559890,0.359263988,0.163918523,0.443995619,15.59960218,100,0.923426397,5382400,41,,
3930941584,0.171084425,0.163641447,0.340338687,16.50841631,100,0.944867359,7990272,95,,
3931210821,0.379205657,0.092303119,0.19456203,6.56191031,85,0.149277379,9412624,34,,
3932630945,0.679326704,0.189277904,0.435772334,16.58566374,95,0.377169677,10036224,57,,
3932684731,0.675312511,0.345733895,0.168239034,10.93181926,98,0.378698225,4153344,102,,
3932785686,0.607907892,0.113399086,0.302335435,7.281879964,79,0.089381731,8787120,100,,
3934165977,0.665693217,0.270234541,0.265120205,12.88572677,99,0.545590994,7860606,95,,
3934821151,0.657578243,0.227105175,0.35031744,20.17919143,71,0.241861979,3145728,57,,
3934995195,0.405526878,0.280140474,0.310414111,19.8091804,99,0.787702798,9611136,64,,
3935177366,0.170169666,0.117339316,0.408793907,9.231322602,99,0.510692766,6016000,58,,
3937913166,0.458926756,0.273794956,0.325548992,24.83276506,97,0.495435054,5629824,88,,
3938367619,0.190147744,0.154485718,0.452640895,11.19813447,99,0.416088154,11894784,153,,
3939043948,0.202623963,0.250172155,0.415343019,9.867189687,96,0.3168,1920000,95,,
3939622523,0.630541339,0.337097113,0.010757794,23.40962565,85,0.488473499,2232504,62,,
3940105265,0.499364303,0.376904674,0.006264682,18.32189101,100,0.905997828,14582880,72,,
3940357186,0.088442938,0.158720226,0.214677273,6.260514712,99,0.285848511,6016000,149,,
3940847938,0.036181526,0.087952383,0.023454082,12.01230004,88,0.091015625,786432,122,,
3941788092,0.506062443,0.065133725,0.338760258,7.651116452,95,0.108169014,1704000,151,,
3943080167,0.432785201,0.187758426,0.200664507,6.516629003,94,0.171681146,6718464,168,,
3944642127,0.432634047,0.274833469,0.051918322,22.37258211,91,0.13802016,17701632,93,,
3945869834,0.785902734,0.22367739,0.092911082,15.26002504,99,0.542776207,8558208,168,,
3946405001,0.59301025,0.21692144,0.166400792,22.45195956,97,0.794837463,4604124,134,,
3947046278,0.339845899,0.280736982,0.37497178,21.64554269,95,0.451436627,7990272,46,,
3948135332,0.572519365,0.179391083,0.225187081,16.28243809,96,0.807074202,10653696,57,,
3948277105,0.267997602,0.194171174,0.339123397,12.04452701,90,0.064452208,13631682,121,,
3948522988,0.049835675,0.085166378,0.020743524,12.04173347,85,0.071699826,10168616,148,,
3948731617,0.56083582,0.208692529,0.132656456,19.57562743,99,0.729080829,17546240,29,,
3949143151,0.356053163,0.233386365,0.359591526,13.34481036,99,0.691883243,4592083,113,,
3949472497,0.393642485,0.300148524,0.190448592,23.25035043,74,0.166152263,3981312,19,,
3951898034,0.746742876,0.116604432,0.368520713,17.28637878,100,0.711561116,6439752,104,,
3952840501,0.401503893,0.382097318,0.02187947,13.85106542,99,0.205730591,13098880,26,,
3954258141,0.408297326,0.149368907,0.250416144,24.53943296,89,0.382042545,4473792,38,,
3955560376,0.684439224,0.078996896,0.413635461,15.85009582,88,0.187134325,8068800,33,,
3956832242,0.423456155,0.167379676,0.343357606,5.839701358,99,0.403898813,3374976,167,,
3957754780,0.747684394,0.350475763,0.168447267,10.2912328,90,0.075244083,16583436,3,,
3960128594,0.549471015,0.124996768,0.242635315,6.111622267,96,0.200114287,4717944,188,,
3960444662,0.659601298,0.065793888,0.170168786,14.9953672,83,0.194661458,3145728,134,,
3960629357,0.540282994,0.211060589,0.231533317,23.96380299,98,0.922090887,2035538,154,,
3961390501,0.552361776,0.374418083,0.144126364,22.447188,97,0.465375319,6016000,130,,
3961459513,0.656664093,0.188256266,0.271110844,17.17034344,97,0.395923124,9852172,2,,
3962058482,0.211839993,0.241617078,0.13129003,6.87468416,99,0.562380922,9378585,115,,
3962244093,0.597834913,0.373418912,0.159653862,14.27503136,99,0.362871513,8957952,133,,
3964553280,0.114828409,0.128125523,0.293756872,15.43402092,94,0.151283472,8871936,183,,
3965556653,0.093060361,0.099211307,0.091065623,15.51305605,98,0.365945176,5071742,98,,
3966627187,0.358799953,0.180886793,0.292093435,16.40905988,99,0.745170899,11299509,28,,
3966829877,0.54129541,0.313918664,0.411241582,9.859668132,85,0.082576863,11135710,186,,
3969622447,0.449582028,0.36839761,0.297744445,14.21442204,96,0.64507834,9054045,142,,
3970268650,0.659184619,0.338740957,0.074327156,20.9001392,99,0.906157303,4304664,1,,
3971050023,0.447023558,0.24828921,0.143839052,22.20795108,99,0.788925003,17012736,196,,
3971662930,0.606319511,0.154547938,0.433431535,9.817757084,99,0.631688798,7652400,195,,
3971799391,0.446255089,0.329287762,0.391529897,17.96408056,99,0.488962351,10036224,53,,
3973001148,0.217327644,0.206592459,0.044652568,7.819576457,74,0.055578947,1702400,49,,
3973813247,0.139310093,0.08131444,0.393989545,9.692766214,90,0.19398656,12000000,183,,
3974701478,0.181903623,0.096279484,0.280556032,7.623693022,95,0.330844778,10363904,186,,
3975469304,0.491887121,0.217483515,0.150294605,22.00889606,98,0.979480883,5705992,133,,
3976452832,0.385638293,0.307406109,0.241104133,15.98667445,100,0.897041025,5084835,137,,
3976883946,0.040067122,0.131669198,0.035018875,23.97043348,100,0.438348834,2392104,50,,
3977122123,0.237980647,0.178122319,0.292249532,19.40481403,96,0.801585414,5167104,17,,
3978652004,0.474158892,0.368649291,0,16.36386152,100,0.573078432,11874916,157,,
3978837773,0.500932167,0.206744204,0.114107204,22.93332948,99,0.978180863,9840642,158,,
3980206588,0.451705973,0.253281119,0.356000622,14.11111505,97,0.338187624,8588592,24,,
3980253534,0.157113485,0.115246503,0.380033509,12.1206754,97,0.373454271,10838016,115,,
3980401611,0.684092863,0.267199316,0.374818834,6.547362661,75,0.068131868,2795520,4,,
3982768803,0.500975241,0.349135869,0.362756407,14.70224452,99,0.576768236,9980928,189,,
3983499964,0.759144852,0.336126783,0.126005394,19.05275384,99,0.693914175,10532390,150,,
3984248064,0.107052639,0.080964258,0.439509849,6.043001243,87,0.096679688,3145728,177,,
3985027264,0.172035028,0.157226328,0.197701672,10.65224246,99,0.541896105,5959840,89,,
3985258920,0.61020724,0.347282624,0.213544184,8.941951744,85,0.056883814,6120546,146,,
3985602874,0.436778522,0.213155263,0.290055699,15.79730081,100,0.993680187,3239602,82,,
3986881860,0.724540481,0.368854459,0.053374675,22.23438104,99,0.457648834,12212224,73,,
3987605606,0.790842428,0.33085837,0.082265543,17.4423207,99,0.173597582,9000000,6,,
3989767571,0.279439506,0.18590197,0.326727614,14.49685126,100,0.88579827,12192768,35,,
3992677101,0.781432541,0.235659254,0.182748189,8.377371989,99,0.512464105,7775352,105,,
3993808694,0.043773581,0.131066497,0.011864393,9.858232912,90,0.035986159,11097600,58,,
3994007574,0.342082643,0.209148842,0.402637071,18.52423991,97,0.601509487,14625792,187,,
3994759280,0.240608327,0.116452761,0.425419659,19.21869142,98,0.80820356,12052992,97,,
3994759840,0.302532141,0.291325894,0.129688177,10.90457065,99,0.777532199,8819811,89,,
3995400927,0.224404011,0.118784523,0.346734636,13.3423126,94,0.212475455,16335000,66,,
3999106249,0.315325509,0.215155998,0.425334852,11.50121327,76,0.098969493,10036224,124,,
4000012271,0.350288611,0.188670389,0.253303776,22.39255126,97,0.676573305,9980928,93,,
4000500172,0.532459658,0.305827986,0.034010009,6.852420691,100,0.589308773,11761385,154,,
4000774743,0.154460928,0.066650017,0.31190183,16.92298202,90,0.052542691,8185344,123,,
4001539544,0.339926252,0.304152928,0.396604618,7.759688643,97,0.244203604,4895000,163,,
4002090879,0.524513364,0.280071239,0.424036786,12.77699225,90,0.905954496,5185272,176,,
4002265121,0.488692718,0.081744396,0.466178171,8.993911232,100,0.719012346,5308416,123,,
4003392015,0.119380097,0.08303128,0.104746077,11.58731224,100,0.873333333,3145728,129,,
4004417944,0.103951283,0.142736934,0.20344509,5.850151386,99,0.550380681,12212224,58,,
4005014529,0.412995227,0.330248795,0.085444106,23.38656398,95,0.564148148,1296000,107,,
4005164524,0.667363214,0.377213095,0.078693331,10.51879324,85,0.13640804,2161984,144,,
4005784260,0.516471961,0.30586316,0.351999108,11.79389344,99,0.638779376,5121576,176,,
4007753969,0.616698861,0.254973109,0.454274001,8.048157117,99,0.554312096,8871936,51,,
4008219206,0.597754355,0.266171171,0.299115071,21.8684762,94,0.203204516,5135004,172,,
4010417256,0.255514214,0.091774674,0.115708503,7.5977902,97,0.355647526,5808264,186,,
4010451143,0.477359313,0.297348631,0.229132685,22.98711955,100,0.740495868,5947392,161,,
4011871379,0.59687122,0.272773221,0.287890592,11.0409201,99,0.778386586,12568580,18,,
4014803633,0.045468663,0.077447466,0.174427011,8.291621203,100,0.344142661,8957952,177,,
4016051317,0.041209736,0.064966987,0.061355338,13.66120711,85,0.141035411,5038848,77,,
4016200124,0.202246328,0.29735648,0.084907044,19.33258975,100,0.644616393,5075200,141,,
4016398417,0.47534837,0.282104071,0.392417214,15.07939105,99,0.869629072,8440417,110,,
4016639569,0.456181353,0.151743562,0.355287644,21.10231795,97,0.774393966,9816936,104,,
4017312321,0.379779615,0.36406987,0.036653888,6.459789205,98,0.237232129,10077696,46,,
4018386659,0.602226681,0.370055453,0.274294379,14.91485781,75,0.077333333,1920000,83,,
4018505209,0.494213475,0.289571449,0.132340777,20.52226395,99,0.52483244,12487033,57,,
4018879156,0.264030978,0.308808122,0.358884105,14.38752347,100,0.957060618,3703200,58,,
4019770428,0.481366401,0.096009823,0.335619076,13.79736384,97,0.43207921,5436064,141,,
4023100592,0.091030842,0.172789861,0.31616626,10.9905682,75,0.053388622,9858580,115,,
4023245742,0.56744613,0.350243841,0.427579371,12.12480363,99,0.388525482,10741464,114,,
4023598688,0.522649265,0.298649992,0.270534877,11.00389845,82,0.082583704,1080000,82,,
4026925102,0.417230324,0.157516069,0.323590059,13.64299411,82,0.091117037,1080000,38,,
4027767419,0.332875784,0.164792171,0.378190305,14.8762966,99,0.937221829,7037334,44,,
4028266820,0.325721119,0.224260737,0.420013708,18.9830433,100,0.796428692,5200560,103,,
4029731030,0.209113268,0.288291153,0.337345942,9.078487605,97,0.135396304,14017536,191,,
4033495510,0.463425453,0.134541745,0.196056015,7.484961712,99,0.546448173,12338487,163,,
4034220859,0.576892519,0.202868873,0.438090004,6.618633595,98,0.409835224,2493568,146,,
4034290606,0.233871121,0.315935934,0.185135634,17.94159149,87,0.045271697,13865440,166,,
4034550282,0.292540144,0.081171972,0.346226732,14.88935019,97,0.636751607,1574391,27,,
4035961068,0.192635101,0.206205489,0.002434623,11.01980497,99,0.351076638,5854018,39,,
4036944943,0.442083247,0.294174839,0.091223386,22.20502981,99,0.988235294,1114112,83,,
4037056912,0.491849012,0.129586449,0.441512539,8.61288599,85,0.113533354,10159425,15,,
4037555676,0.034501478,0.087404006,0.118733254,6.010146905,85,0.034061763,9980928,58,,
4039710407,0.214128058,0.162457643,0.251399352,8.945559891,98,0.301059961,5294080,160,,
4040650709,0.239204182,0.194917823,0.207603015,9.404689719,99,0.391557872,15746400,125,,
4040905906,0.592615648,0.086799228,0.006822895,13.90506857,71,0.038893072,8741094,123,,
4041954882,0.38521404,0.314197479,0.282458389,15.30783824,99,0.63633112,18291096,113,,
4042188530,0.042440455,0.07177978,0.111860728,7.253327789,98,0.172738836,15054336,58,,
4042245241,0.728724325,0.265040782,0.223716769,17.33144274,100,0.996187654,8294400,182,,
4042292027,0.51515388,0.253924865,0.317577356,11.53212341,99,0.748056209,4135116,83,,
4042306910,0.130040231,0.095741063,0.174775254,13.29324597,99,0.671709739,11645472,184,,
4042433513,0.652768722,0.270195593,0.354143011,18.70526831,85,0.237187537,17418240,13,,
4042572733,0.346900178,0.299869922,0.310205565,10.14061217,95,0.734296919,12252240,4,,
4042987026,0.118579919,0.108053102,0.318962634,7.083647313,93,0.195488722,1702400,149,,
4045599734,0.435404174,0.318303857,0.067646565,23.5664221,96,0.472760849,9980928,40,,
4046637583,0.353920097,0.113291021,0.415627049,6.573205637,98,0.454191811,12166656,169,,
4046716515,0.461562776,0.351773216,0.003700053,15.78198552,100,0.722474661,2917248,144,,
4047293612,0.430370909,0.2672769,0.290720088,18.8673124,99,0.808536096,4422368,198,,
4047658369,0.145128258,0.149250924,0.021314115,18.83426008,99,0.83314383,6016000,46,,
4049047636,0.109170443,0.110162185,0.128901322,6.362614353,99,0.694215045,7990272,182,,
4050875089,0.481791642,0.336301645,0.299783297,20.64113448,92,0.037262473,19841088,80,,
4054072823,0.393980034,0.3913475,0.016014482,22.08416807,90,0.358468109,14625792,192,,
4054594935,0.614630211,0.209428243,0.350353342,12.56163579,99,0.916422386,2666000,63,,
4054655583,0.402813009,0.170679932,0.162840576,7.551208366,95,0.356162137,7742976,49,,
4054847919,0.467819349,0.285613307,0.078944878,23.78721037,99,0.828491903,6037123,145,,
4056860839,0.429863061,0.213789549,0.16758054,13.09850742,100,0.910571078,12782301,168,,
4062759482,0.072824845,0.110604539,0.136520595,8.97503378,83,0.205913614,9980928,149,,
4063780436,0.364504239,0.178480527,0.305266619,9.066692481,100,0.684338333,10036224,54,,
4065100469,0.181960007,0.359388451,0.002551105,17.46683823,90,0.064328039,4950625,11,,
4067961238,0.392098029,0.295963762,0.144002526,15.17094196,99,0.961787887,9659493,84,,
4068780416,0.108017965,0.080194278,0.096001374,8.409127982,96,0.370666667,1920000,182,,
4069729710,0.524815055,0.307630959,0.348704506,16.18222038,99,0.599358678,14625792,197,,
4074943155,0.364282178,0.10416507,0.397840939,9.699838626,97,0.37224448,12000000,163,,
4075989770,0.126972144,0.112239507,0.003222681,7.192861395,99,0.340601979,15054336,58,,
4076940518,0.343627318,0.193055146,0.41454529,9.965843011,79,0.18120553,10416000,167,,
4077667734,0.378666946,0.211569103,0.334247114,19.10912053,99,0.749478753,4784832,172,,
4078925567,0.185229134,0.066728229,0.064899666,12.0551057,96,0.514002947,5038848,7,,
4079545582,0.459488391,0.27688489,0.295695473,17.88354549,100,0.731765791,6663168,10,,
